ID,Name,Calories/g,Protein/g,Carbohydrate/g,Sugar/g,Fat/g,Fibre/g,Protein/kcal,Price/g,Vegan,GlutenFree,Milk,Egg,Nuts,Soy,chocolate,cookie,fruit,lemon,mint,nut,white
91,Pure Protein Bar Birthday Cake,0.3924665856622114,0.9444444444444445,0.5063559322033899,0.06759443339960239,0.11697247706422018,0.14545454545454545,0.7372881355932204,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
92,Pure Protein Bar Chewy Chocolate Chip,0.3924665856622114,0.9444444444444445,0.4216101694915254,0.1073558648111332,0.13990825688073397,0.14545454545454545,0.7372881355932204,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Pure Protein Bar Chocolate Deluxe,0.2709599027946537,1.0,0.37923728813559326,0.147117296222664,0.11697247706422018,0.14545454545454545,0.8813559322033898,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Pure Protein Bar Chocolate Peanut Butter,0.2709599027946537,0.9444444444444445,0.37923728813559326,0.06759443339960239,0.23165137614678902,0.07272727272727272,0.8305084745762712,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
95,Pure Protein Bar Chocolate Peanut Caramel,0.33171324422843246,0.9444444444444445,0.33686440677966106,0.06759443339960239,0.18577981651376144,0.07272727272727272,0.7796610169491525,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,Pure Protein Bar Chocolate Salted Caramel,0.3924665856622114,0.888888888888889,0.5063559322033899,0.1073558648111332,0.13990825688073397,0.0,0.6949152542372882,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Pure Protein Bar Cookies and Cream,0.33171324422843246,0.9444444444444445,0.4216101694915254,0.147117296222664,0.18577981651376144,0.2909090909090909,0.7796610169491525,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
98,Pure Protein Bar Lemon Cake,0.3924665856622114,0.9444444444444445,0.33686440677966106,0.147117296222664,0.23165137614678902,0.0,0.7372881355932204,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
99,Pure Protein Bar Strawberry Greek Yogurt,0.2709599027946537,0.9444444444444445,0.46398305084745767,0.147117296222664,0.11697247706422018,0.07272727272727272,0.8305084745762712,0.15942028985507248,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100,ALOHA Organic Plant Based Protein Bars - Chocolate Chip Cookie Dough,0.47934386391251504,0.5277777777777778,0.603813559322034,0.16500994035785285,0.36009174311926606,0.6509090909090909,0.38135593220338987,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
101,ALOHA Organic Plant Based Protein Bars - Chocolate Caramel Pecan,0.4249696233292831,0.5277777777777778,0.5677966101694916,0.16500994035785285,0.36009174311926606,0.6509090909090909,0.4067796610169491,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,ALOHA Organic Plant Based Protein Bars - Chocolate Espresso,0.4249696233292831,0.5277777777777778,0.603813559322034,0.16500994035785285,0.36009174311926606,0.6509090909090909,0.4067796610169491,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
103,ALOHA Organic Plant Based Protein Bars - Chocolate Fudge Brownie,0.37089914945321983,0.5277777777777778,0.6419491525423731,0.16500994035785285,0.2798165137614679,0.6509090909090909,0.4322033898305085,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104,ALOHA Organic Plant Based Protein Bars - Chocolate Mint,0.37089914945321983,0.5277777777777778,0.6419491525423731,0.16500994035785285,0.2798165137614679,0.6509090909090909,0.4322033898305085,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
105,ALOHA Organic Plant Based Protein Bars - Chocolate Coconut Almond,0.5877885783718103,0.5277777777777778,0.49152542372881364,0.16500994035785285,0.4426605504587156,0.6509090909090909,0.3474576271186441,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
106,ALOHA Organic Plant Based Protein Bars - Lemon Cashew ,0.4249696233292831,0.5277777777777778,0.6419491525423731,0.16500994035785285,0.36009174311926606,0.5854545454545454,0.4067796610169491,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
107,ALOHA Organic Plant Based Protein Bars - Maple Sea Salt,0.37089914945321983,0.5277777777777778,0.6419491525423731,0.12922465208747513,0.2798165137614679,0.6509090909090909,0.4322033898305085,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,ALOHA Organic Plant Based Protein Bars - Caramel Sea Salt,0.4249696233292831,0.5277777777777778,0.6419491525423731,0.16500994035785285,0.3211009174311926,0.6509090909090909,0.4067796610169491,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,ALOHA Organic Plant Based Protein Bars - Peppermint White Chocolate,0.37089914945321983,0.5277777777777778,0.6800847457627118,0.16500994035785285,0.23853211009174308,0.6509090909090909,0.4322033898305085,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
110,ALOHA Organic Plant Based Protein Bars - Pumpkin Spice,0.37089914945321983,0.5277777777777778,0.603813559322034,0.09542743538767395,0.3211009174311926,0.6509090909090909,0.4322033898305085,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,ALOHA Organic Plant Based Protein Bars -  Raspberry White Chocolate,0.4249696233292831,0.5277777777777778,0.6419491525423731,0.09542743538767395,0.3211009174311926,0.6509090909090909,0.4067796610169491,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
112,ALOHA Organic Plant Based Protein Bars -  Kona Bar,0.4249696233292831,0.5277777777777778,0.603813559322034,0.16500994035785285,0.3211009174311926,0.6509090909090909,0.4067796610169491,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
113,ALOHA Organic Plant Based Protein Bars -  Vanilla Almond Crunch,0.5334143377885785,0.5277777777777778,0.5296610169491525,0.09542743538767395,0.4013761467889908,0.6509090909090909,0.364406779661017,0.3043478260869566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,"Orgain Organic Vegan Protein Bars, Chocolate Chip Cookie Dough",0.3165249088699878,0.5277777777777778,0.6652542372881355,0.28628230616302186,0.19724770642201833,1.0,0.4576271186440678,0.20289855072463772,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
115,"Orgain Organic Vegan Protein Bars, Chocolate Coconut",0.3924665856622114,0.5277777777777778,0.6122881355932205,0.28628230616302186,0.3119266055045871,0.18181818181818182,0.423728813559322,0.20289855072463772,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"Orgain Organic Vegan Protein Bars, Chocolate Brownie",0.3165249088699878,0.5277777777777778,0.6652542372881355,0.28628230616302186,0.19724770642201833,0.18181818181818182,0.4576271186440678,0.20289855072463772,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Genius Gourmet Chocolate Peanut Butter,0.9410692588092345,0.7305555555555556,0.0,0.05168986083499007,0.9472477064220184,0.23636363636363636,0.364406779661017,0.9710144927536232,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
118,Genius Gourmet Birthday Cake,0.8432563791008505,0.7305555555555556,0.06991525423728814,0.05168986083499007,0.8715596330275229,0.3527272727272727,0.38983050847457623,0.9710144927536232,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
119,Genius Gourmet Chocolate Dream,0.8432563791008505,0.7305555555555556,0.0,0.05168986083499007,0.9472477064220184,0.23636363636363636,0.38983050847457623,0.9710144927536232,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120,RXBAR Protein Bars Chocolate Sea Salt,0.40400972053462947,0.47500000000000003,0.5953389830508475,0.4850894632206759,0.30733944954128434,0.34909090909090906,0.3728813559322034,0.2753623188405797,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,TRUBAR Smother Fudger Peanut Butter,0.33171324422843246,0.5,0.6334745762711865,0.2664015904572565,0.323394495412844,0.9454545454545454,0.423728813559322,0.4492753623188407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122,TRUBAR Oh-Oh Cookie Dough,0.33171324422843246,0.5,0.6334745762711865,0.30616302186878724,0.323394495412844,0.8727272727272726,0.423728813559322,0.4492753623188407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
